Player,Salary,Season
Brandon Jennings,8000000,2014-15
George Hill,8000000,2014-15
OJ Mayo,8000000,2014-15
Boris Diaw,8000000,2014-15
Dirk Nowitzki,7974482,2014-15
Ersan Ilyasova,7900000,2014-15
Glen Davis,7827985,2014-15
Tayshaun Prince,7707865,2014-15
Al Harrington,7609800,2014-15
Arron Afflalo,7562500,2014-15
Goran Dragic,7500000,2014-15
Kyrie Irving,7459924,2014-15
Josh Childress,7317500,2014-15
Wesley Matthews,7245640,2014-15
Isaiah Thomas,7238606,2014-15
Avery Bradley,7191011,2014-15
Pau Gasol,7128000,2014-15
Jose Calderon,7097191,2014-15
Travis Outlaw,7000000,2014-15
Marvin Williams,7000000,2014-15
Manu Ginobili,7000000,2014-15
Amir Johnson,7000000,2014-15
Brandon Bass,6950000,2014-15
JJ Redick,6792500,2014-15
Kevin Martin,6792500,2014-15
Wilson Chandler,6754913,2014-15
Carl Landry,6750000,2014-15
Derrick Williams,6679866,2014-15
Jason Richardson,6601125,2014-15
Greivis Vasquez,6400000,2014-15
Jarrett Jack,6300000,2014-15
Kyle Korver,6253521,2014-15
Jason Thompson,6037500,2014-15
Enes Kanter,6008106,2014-15
Gerald Henderson,6000000,2014-15
Jodie Meeks,6000000,2014-15
JR Smith,5982375,2014-15
Chuck Hayes,5958750,2014-15
Patrick Patterson,5831326,2014-15
Jose Juan Barea,5822078,2014-15
PJ Tucker,5700000,2014-15
Anthony Davis,5607240,2014-15
Anthony Bennett,5563920,2014-15
Andrew Wiggins,5510640,2014-15
Greg Monroe,5479933,2014-15
Jason Terry,5450000,2014-15
Jamal Crawford,5450000,2014-15
Courtney Lee,5450000,2014-15
Louis Williams,5450000,2014-15
Tristan Thompson,5421233,2014-15
JJ Hickson,5381750,2014-15
Martell Webster,5381750,2014-15
Robin Lopez,5340229,2014-15
Nikola Mirotic,5305000,2014-15
Shaun Livingston,5305000,2014-15
Spencer Hawes,5305000,2014-15
Josh McRoberts,5305000,2014-15
Paul Pierce,5305000,2014-15
Chris Andersen,5300000,2014-15
Zaza Pachulia,5200000,2014-15
Ricky Rubio,5070686,2014-15
Michael Kidd-Gilchrist,5016960,2014-15
Tony Allen,5000000,2014-15
Chase Budinger,5000000,2014-15
Brandan Wright,5000000,2014-15
Trevor Booker,5000000,2014-15
Nick Young,4994420,2014-15
Victor Oladipo,4978200,2014-15
Jabari Parker,4930560,2014-15
Chris Kaman,4800000,2014-15
Kostas Papanikolaou,4797664,2014-15
Darren Collison,4797664,2014-15
Jameer Nelson,4750000,2014-15
Corey Brewer,4702500,2014-15
Timofey Mozgov,4650000,2014-15
Andre Miller,4625000,2014-15
Bradley Beal,4505280,2014-15
Jonas Jerebko,4500000,2014-15
Luis Scola,4500000,2014-15
Caron Butler,4500000,2014-15
Ben Gordon,4500000,2014-15
Otto Porter,4470480,2014-15
Joel Embiid,4427640,2014-15
Luc Mbah a Moute,4382576,2014-15
Raymond Felton,4360000,2014-15
Jared Dudley,4250000,2014-15
Kris Humphries,4250000,2014-15
CJ Miles,4205000,2014-15
Bismack Biyombo,4086453,2014-15
Dion Waiters,4062000,2014-15
Cody Zeller,4030560,2014-15
Danny Green,4025000,2014-15
Thabo Sefolosha,4000000,2014-15
Ian Mahinmi,4000000,2014-15
Mario Chalmers,4000000,2014-15
Aaron Gordon,3992040,2014-15
Vince Carter,3911981,2014-15
Kevin Seraphin,3898691,2014-15
Devin Harris,3878896,2014-15
Joel Anthony,3800000,2014-15
Maurice Williams,3750000,2014-15
Thomas Robinson,3678360,2014-15
Jonas Valanciunas,3678360,2014-15
Marreese Speights,3657500,2014-15
Alex Len,3649920,2014-15
Dante Exum,3615000,2014-15
Brandon Knight,3553917,2014-15
Gerald Green,3500000,2014-15
Patrick Mills,3500000,2014-15
Darrell Arthur,3457149,2014-15
Kemba Walker,3452183,2014-15
Steve Novak,3445947,2014-15
Matt Barnes,3396250,2014-15
Mirza Teletovic,3368100,2014-15
Damian Lillard,3340920,2014-15
Mike Scott,3333333,2014-15
Andrei Kirilenko,3326235,2014-15
Tyler Hansbrough,3326235,2014-15
Nerlens Noel,3315120,2014-15
Marcus Smart,3283320,2014-15
Evan Turner,3278000,2014-15
Bojan Bogdanovic,3278000,2014-15
Jason Smith,3278000,2014-15
Carlos Delfino,3250000,2014-15
Gary Neal,3250000,2014-15
Alec Burks,3201369,2014-15
Anthony Morrow,3200000,2014-15
Alexey Shved,3198723,2014-15
Markieff Morris,3153860,2014-15
Quincy Pondexter,3146068,2014-15
Dorell Wright,3145000,2014-15
Chris Copeland,3130000,2014-15
Marcus Morris,3105301,2014-15
Joel Freeland,3100000,2014-15
Klay Thompson,3075880,2014-15
Kawhi Leonard,3053368,2014-15
Harrison Barnes,3049920,2014-15
Ben McLemore,3026280,2014-15
Mike Dunleavy,3000000,2014-15
Randy Foye,3000000,2014-15
Anthony Tolliver,3000000,2014-15
Kosta Koufos,3000000,2014-15
Jerryd Bayless,3000000,2014-15
DJ Augustin,3000000,2014-15
Julius Randle,2997360,2014-15
Will Bynum,2915908,2014-15
Nikola Vucevic,2902757,2014-15
Marco Belinelli,2873750,2014-15
Furkan Aldemir,2810305,2014-15
Terrence Ross,2793960,2014-15
Kentavious Caldwell-Pope,2772480,2014-15
Iman Shumpert,2761113,2014-15
Luke Ridnour,2750000,2014-15
Nik Stauskas,2745840,2014-15
Brian Roberts,2732000,2014-15
Udonis Haslem,2732000,2014-15
Kirk Hinrich,2730000,2014-15
Andre Drummond,2568360,2014-15
Trey Burke,2548560,2014-15
Noah Vonleh,2524200,2014-15
Tobias Harris,2511432,2014-15
DeMarre Carroll,2500000,2014-15
James Johnson,2500000,2014-15
Austin Rivers,2439840,2014-15
Shelvin Mack,2433333,2014-15
CJ McCollum,2421000,2014-15
Elfrid Payton,2397840,2014-15
Kenneth Faried,2373537,2014-15
Reggie Jackson,2325680,2014-15
Meyers Leonard,2317920,2014-15
Michael Carter-Williams,2300040,2014-15
Doug McDermott,2277960,2014-15
Nick Collison,2242003,2014-15
Jeremy Lamb,2202000,2014-15
Steven Adams,2184960,2014-15
Norris Cole,2150188,2014-15
Cory Joseph,2134593,2014-15
Jimmy Butler,2119214,2014-15
Nate Robinson,2106720,2014-15
Eric Maynor,2106720,2014-15
Jordan Farmar,2100000,2014-15
Danny Granger,2100000,2014-15
Steve Blake,2100000,2014-15
Aron Baynes,2100000,2014-15
Vitor Faverani,2090000,2014-15
CJ Watson,2077000,2014-15
Beno Udrih,2077000,2014-15
Ramon Sessions,2077000,2014-15
Kelly Olynyk,2075760,2014-15
Zach LaVine,2055840,2014-15
Kent Bazemore,2000000,2014-15
Elton Brand,2000000,2014-15
DeJuan Blair,2000000,2014-15
John Henson,1987320,2014-15
Shabazz Muhammad,1971960,2014-15
TJ Warren,1953120,2014-15
Moe Harkless,1887840,2014-15
Samuel Dalembert,1885755,2014-15
Giannis Antetokounmpo,1873200,2014-15
Adreian Payne,1855320,2014-15
Ishmael Smith,1838615,2014-15
Jeff Ayres,1828750,2014-15
Anthony Randolph,1825359,2014-15
Jeremy Evans,1795000,2014-15
Joffrey Lauvergne,1790281,2014-15
Reggie Evans,1768654,2014-15
Jusuf Nurkic,1762680,2014-15
Lucas Nogueira,1762680,2014-15
Zoran Dragic,1756500,2014-15
Gigi Datome,1750000,2014-15
Tyler Zeller,1703760,2014-15
Dennis Schroeder,1690680,2014-15
James Young,1674480,2014-15
Pablo Prigioni,1662961,2014-15
Ryan Kelly,1650000,2014-15
Terrence Jones,1618680,2014-15
Shane Larkin,1606080,2014-15
Ronny Turiaf,1600000,2014-15
Miroslav Raduljica,1596056,2014-15
Tyler Ennis,1590720,2014-15
Andrew Nicholson,1545840,2014-15
Sergey Karasev,1533840,2014-15
Gary Harris,1519200,2014-15
Donatas Motiejunas,1483920,2014-15
Evan Fournier,1483920,2014-15
Tony Snell,1472400,2014-15
Bruno Caboclo,1458360,2014-15
Jannero Pargo,1448490,2014-15
Nazr Mohammed,1448490,2014-15
James Jones,1448490,2014-15
Shawn Marion,1448490,2014-15
Richard Jefferson,1448490,2014-15
Leandro Barbosa,1448490,2014-15
Hidayet Turkoglu,1448490,2014-15
Willie Green,1448490,2014-15
Matt Bonner,1448490,2014-15
Rasual Butler,1448490,2014-15
Jared Sullinger,1424520,2014-15
Gorgui Dieng,1413480,2014-15
Mitch McGary,1400040,2014-15
Victor Claver,1370000,2014-15
Mason Plumlee,1357080,2014-15
Jordan Adams,1344120,2014-15
Jason Maxiell,1316809,2014-15
Charlie Villanueva,1316809,2014-15
Francisco Garcia,1316809,2014-15
Ronnie Price,1316809,2014-15
Sebastian Telfair,1316809,2014-15
John Jenkins,1312920,2014-15
Ryan Hollins,1310286,2014-15
Solomon Hill,1302840,2014-15
Louis Amundson,1294868,2014-15
Rodney Hood,1290360,2014-15
Alan Anderson,1276061,2014-15
Austin Daye,1263550,2014-15
Bernard James,1259775,2014-15
Tim Hardaway Jr,1250640,2014-15
Pero Antic,1250000,2014-15
Shabazz Napier,1238640,2014-15
Jordan Hamilton,1232610,2014-15
Shavlik Randolph,1227985,2014-15
Aaron Gray,1227985,2014-15
Rodney Stuckey,1227985,2014-15
Jeff Adrien,1217698,2014-15
Tony Wroten,1210080,2014-15
Reggie Bullock,1200720,2014-15
Clint Capela,1189200,2014-15
Miles Plumlee,1169880,2014-15
Andre Roberson,1160880,2014-15
PJ Hairston,1149720,2014-15
Cartier Martin,1145685,2014-15
Brandon Rush,1145685,2014-15
Shawne Williams,1145685,2014-15
Arnett Moultrie,1136160,2014-15
Christapher Johnson,1135974,2014-15
Perry Jones,1129200,2014-15
Rudy Gobert,1127400,2014-15
Marquis Teague,1120920,2014-15
Festus Ezeli,1112880,2014-15
Archie Goodwin,1112280,2014-15
CJ Wilcox,1109760,2014-15
Nemanja Nedovic,1104240,2014-15
Damjan Rudez,1100000,2014-15
Kyle Anderson,1093680,2014-15
Kyle Singler,1090000,2014-15
Xavier Henry,1082000,2014-15
Wayne Ellington,1063384,2014-15
Alonzo Gee,1063384,2014-15
Omri Casspi,1063384,2014-15
John Salmons,1000000,2014-15
Robert Covington,1000000,2014-15
Toure Murry,1000000,2014-15
Al-Farouq Aminu,981084,2014-15
Ekpe Udoh,981084,2014-15
Wesley Johnson,981084,2014-15
Ed Davis,981084,2014-15
Alexis Ajinca,981084,2014-15
Luke Babbitt,981084,2014-15
Cole Aldrich,981084,2014-15
Greg Stiemsma,981084,2014-15
Garrett Temple,981084,2014-15
Jon Leuer,967500,2014-15
Ricky Ledo,960566,2014-15
Jorge Gutierrez,960566,2014-15
E'Twaun Moore,948163,2014-15
Greg Smith,948163,2014-15
Joey Dorsey,948163,2014-15
Donald Sloan,948163,2014-15
Lavoy Allen,948163,2014-15
Jimmer Fredette,948163,2014-15
Lance Thomas,937004,2014-15
Jae Crowder,915243,2014-15
Chris Douglas-Roberts,915243,2014-15
Jeffery Taylor,915243,2014-15
Aaron Brooks,915243,2014-15
Will Barton,915243,2014-15
Draymond Green,915243,2014-15
Patrick Beverley,915243,2014-15
Robert Sacre,915243,2014-15
Khris Middleton,915243,2014-15
Darius Miller,915243,2014-15
Quincy Acy,915243,2014-15
Kyle O'Quinn,915243,2014-15
Henry Sims,915243,2014-15
Kendall Marshall,915243,2014-15
Nate Wolters,904854,2014-15
Gal Mekel,888524,2014-15
Joe Harris,884879,2014-15
Devyn Marble,884879,2014-15
Jerami Grant,884879,2014-15
Robbie Hummel,880000,2014-15
Jamaal Franklin,864510,2014-15
Allen Crabbe,862000,2014-15
Dante Cunningham,831941,2014-15
Damien Inglis,820000,2014-15
Kenyon Martin,818049,2014-15
Mike Muscala,816482,2014-15
Phil Pressey,816482,2014-15
Jerome Jordan,816482,2014-15
Troy Daniels,816482,2014-15
Matthew Dellavedova,816482,2014-15
Ognjen Kuzmic,816482,2014-15
Justin Holiday,816482,2014-15
Nick Calathes,816482,2014-15
Justin Hamilton,816482,2014-15
Jeff Withey,816482,2014-15
Dewayne Dedmon,816482,2014-15
Hollis Thompson,816482,2014-15
Isaiah Canaan,816482,2014-15
Tony Mitchell,816482,2014-15
Ray McCallum,816482,2014-15
Carrick Felix,816482,2014-15
Grant Jerrett,816482,2014-15
Ian Clark,816481,2014-15
Darius Morris,803149,2014-15
Hassan Whiteside,775191,2014-15
Dahntay Jones,721169,2014-15
Malcolm Thomas,713910,2014-15
Spencer Dinwiddie,700000,2014-15
Johnny O'Bryant,600000,2014-15
Markel Brown,507336,2014-15
Cory Jefferson,507336,2014-15
Cameron Bairstow,507336,2014-15
Dwight Powell,507336,2014-15
Erick Green,507336,2014-15
KJ McDaniels,507336,2014-15
Nick Johnson,507336,2014-15
Shayne Whittington,507336,2014-15
Jordan Clarkson,507336,2014-15
Tarik Black,507336,2014-15
Jarnell Stokes,507336,2014-15
Russ Smith,507336,2014-15
James Ennis,507336,2014-15
Glenn Robinson III,507336,2014-15
Patric Young,507336,2014-15
Cleanthony Early,507336,2014-15
Travis Wear,507336,2014-15
JaKarr Sampson,507336,2014-15
Eric Moreland,507336,2014-15
Joe Ingles,507336,2014-15
AJ Price,493917,2014-15
John Lucas,491968,2014-15
Reggie Williams,487905,2014-15
Glen Rice Jr,470677,2014-15
Quincy Miller,398393,2014-15
Lorenzo Brown,390082,2014-15
Earl Barron,390063,2014-15
Michael Beasley,330225,2014-15
Henry Walker,311634,2014-15
Elijah Millsap,301417,2014-15
Langston Galloway,295455,2014-15
Tyler Johnson,280526,2014-15
Andre Dawkins,271697,2014-15
Toney Douglas,268973,2014-15
James Michael McAdoo,259634,2014-15
Metta World Peace,250000,2014-15
JaMychal Green,244712,2014-15
Shannon Brown,215811,2014-15
Alex Kirk,214871,2014-15
Kalin Lucas,173008,2014-15
Elliot Williams,161511,2014-15
Bryce Cotton,152200,2014-15
Jack Cooley,152199,2014-15
Brandon Davies,129676,2014-15
Earl Clark,125104,2014-15
Lester Hudson,111548,2014-15
Tim Frazier,107435,2014-15
Will Cherry,106567,2014-15
Jabari Brown,104450,2014-15
Jarvis Varnado,75000,2014-15
Drew Gordon,73657,2014-15
Jerel McNeal,59686,2014-15
David Stockton,59686,2014-15
Larry Drew II,53716,2014-15
Chris Babb,48028,2014-15
Vander Blue,48028,2014-15
Dwight Buycks,48028,2014-15
Arinze Onuaku,48028,2014-15
Seth Curry,48028,2014-15
Malcolm Lee,37686,2014-15
Sim Bhullar,35000,2014-15
Jarell Eddie,29843,2014-15
Sean Kilpatrick,29843,2014-15
David Wear,29843,2014-15
Josh Davis,20000,2014-15
Kobe Bryant,30453000,2013-14
Dirk Nowitzki,22721381,2013-14
Gilbert Arenas,22346536,2013-14
Amare Stoudemire,21679893,2013-14
Carmelo Anthony,21490000,2013-14
Joe Johnson,21466718,2013-14
Dwight Howard,20513178,2013-14
Pau Gasol,19285850,2013-14
Chris Bosh,19067500,2013-14
LeBron James,19067500,2013-14
Kevin Durant,18773176,2013-14
Chris Paul,18668431,2013-14
Dwyane Wade,18536000,2013-14
Deron Williams,18466130,2013-14
Rudy Gay,17888932,2013-14
Zach Randolph,17800000,2013-14
Brandon Roy,17779458,2013-14
Derrick Rose,17632688,2013-14
Blake Griffin,16402500,2013-14
Paul Pierce,15333334,2013-14
Carlos Boozer,15300000,2013-14
Marc Gasol,14860523,2013-14
Brook Lopez,14694000,2013-14
Kevin Love,14693906,2013-14
Russell Westbrook,14693906,2013-14
Emeka Okafor,14544687,2013-14
Danny Granger,14379240,2013-14
Luol Deng,14312125,2013-14
Roy Hibbert,14283844,2013-14
Eric Gordon,14283844,2013-14
Andrew Bogut,14200000,2013-14
Tyson Chandler,14100538,2013-14
LaMarcus Aldridge,14100000,2013-14
Josh Smith,14000000,2013-14
David Lee,13878000,2013-14
James Harden,13668750,2013-14
Al Jefferson,13500000,2013-14
Ben Gordon,13200000,2013-14
Nenê,13000000,2013-14
Andre Iguodala,12868632,2013-14
Tony Parker,12500000,2013-14
Serge Ibaka,12250000,2013-14
Nikola Pekovic,12100000,2013-14
Al Horford,12000000,2013-14
Rajon Rondo,12000000,2013-14
Kris Humphries,12000000,2013-14
David West,12000000,2013-14
Tyreke Evans,11796247,2013-14
Joakim Noah,11600000,2013-14
Kevin Garnett,11532468,2013-14
Richard Jefferson,11046000,2013-14
Jrue Holiday,11000000,2013-14
Andrea Bargnani,11000000,2013-14
DeAndre Jordan,10986550,2013-14
Nicolas Batum,10920250,2013-14
Ty Lawson,10786517,2013-14
JaVale McGee,10750000,2013-14
Tim Duncan,10361446,2013-14
Danilo Gallinari,10146925,2013-14
Gerald Wallace,10105855,2013-14
Tiago Splitter,10000000,2013-14
Stephen Curry,9887642,2013-14
Paul Millsap,9500000,2013-14
DeMar DeRozan,9500000,2013-14
Metta World Peace,9317280,2013-14
Shawn Marion,9316796,2013-14
Steve Nash,9300500,2013-14
Andray Blatche,9170525,2013-14
Anderson Varejao,9100000,2013-14
Andris Biedrins,9000000,2013-14
Jeff Green,8700000,2013-14
Tyrus Thomas,8694215,2013-14
Jameer Nelson,8600000,2013-14
Thaddeus Young,8600000,2013-14
Charlie Villanueva,8580000,2013-14
Al Harrington,8548107,2013-14
Rodney Stuckey,8500000,2013-14
Kendrick Perkins,8477437,2013-14
Caron Butler,8386992,2013-14
Monta Ellis,8360000,2013-14
Ryan Anderson,8308500,2013-14
Marcus Thornton,8165000,2013-14
Jeff Teague,8000000,2013-14
George Hill,8000000,2013-14
OJ Mayo,8000000,2013-14
Mike Conley,7900000,2013-14
Ersan Ilyasova,7900000,2013-14
Trevor Ariza,7727280,2013-14
Marcin Gortat,7727280,2013-14
Brandon Jennings,7655503,2013-14
Mike Miller,7599507,2013-14
John Salmons,7580000,2013-14
Arron Afflalo,7562500,2013-14
Taj Gibson,7550000,2013-14
Goran Dragic,7500000,2013-14
Marvin Williams,7500000,2013-14
John Wall,7459924,2013-14
Josh Childress,7405833,2013-14
Tayshaun Prince,7235955,2013-14
Drew Gooden,7091619,2013-14
Brendan Haywood,7073500,2013-14
Michael Beasley,7027424,2013-14
Andrew Bynum,7000000,2013-14
Manu Ginobili,7000000,2013-14
Wesley Matthews,6875480,2013-14
Jose Calderon,6791570,2013-14
Kyle Korver,6760563,2013-14
Brandon Bass,6750000,2013-14
Glen Davis,6750000,2013-14
Carl Landry,6750000,2013-14
Evan Turner,6679866,2013-14
Hidayet Turkoglu,6650359,2013-14
Spencer Hawes,6500000,2013-14
JJ Redick,6500000,2013-14
Kevin Martin,6500000,2013-14
Amir Johnson,6500000,2013-14
Channing Frye,6400000,2013-14
Wilson Chandler,6344164,2013-14
Jarrett Jack,6300000,2013-14
Chris Andersen,6217507,2013-14
Kyle Lowry,6210000,2013-14
Jason Richardson,6204250,2013-14
Derrick Favors,6008106,2013-14
Gerald Henderson,6000000,2013-14
Kyrie Irving,5915880,2013-14
Chuck Hayes,5722500,2013-14
Jason Thompson,5643750,2013-14
JR Smith,5565000,2013-14
Anthony Davis,5375760,2013-14
Anthony Bennett,5324280,2013-14
Derrick Williams,5293080,2013-14
Louis Williams,5225000,2013-14
Jeremy Lin,5225000,2013-14
Omer Asik,5225000,2013-14
Jamal Crawford,5225000,2013-14
Courtney Lee,5225000,2013-14
Jason Terry,5225000,2013-14
Landry Fields,5225000,2013-14
Zaza Pachulia,5200000,2013-14
JJ Hickson,5150000,2013-14
Martell Webster,5150000,2013-14
Robin Lopez,5119761,2013-14
Keith Bogans,5058198,2013-14
Brandan Wright,5000000,2013-14
Tony Allen,5000000,2013-14
Ramon Sessions,5000000,2013-14
Chase Budinger,5000000,2013-14
Andre Miller,5000000,2013-14
DeMarcus Cousins,4916973,2013-14
Michael Kidd-Gilchrist,4809840,2013-14
Victor Oladipo,4763760,2013-14
Enes Kanter,4753320,2013-14
Boris Diaw,4702500,2013-14
Jose Juan Barea,4687000,2013-14
Linas Kleiza,4600000,2013-14
Luc Mbah a Moute,4588384,2013-14
Jonas Jerebko,4500000,2013-14
Luis Scola,4500000,2013-14
Corey Brewer,4500000,2013-14
Ekpe Udoh,4469547,2013-14
Timofey Mozgov,4400000,2013-14
Earl Clark,4361518,2013-14
Udonis Haslem,4340000,2013-14
Luke Ridnour,4320000,2013-14
Bradley Beal,4319280,2013-14
Tristan Thompson,4285560,2013-14
Otto Porter,4278000,2013-14
Jared Dudley,4250000,2013-14
Quentin Richardson,4208107,2013-14
Raymond Felton,4180000,2013-14
Greg Monroe,4086453,2013-14
Kirk Hinrich,4059000,2013-14
Ricky Rubio,4002120,2013-14
Elton Brand,4000000,2013-14
Steve Blake,4000000,2013-14
Ian Mahinmi,4000000,2013-14
Mario Chalmers,4000000,2013-14
Brandon Rush,4000000,2013-14
Matt Bonner,3945000,2013-14
Thabo Sefolosha,3900000,2013-14
Dion Waiters,3894240,2013-14
Cody Zeller,3857040,2013-14
Joel Anthony,3800000,2013-14
Danny Green,3762500,2013-14
Steve Novak,3750001,2013-14
Samuel Dalembert,3700748,2013-14
Al-Farouq Aminu,3700000,2013-14
Thomas Robinson,3526440,2013-14
Jonas Valanciunas,3526440,2013-14
Jan Vesely,3524880,2013-14
Marreese Speights,3500000,2013-14
Jordan Hill,3500000,2013-14
Gerald Green,3500000,2013-14
Alex Len,3492720,2013-14
Gordon Hayward,3452183,2013-14
Marcus Camby,3383773,2013-14
Paul George,3282003,2013-14
Shane Battier,3270000,2013-14
Gary Neal,3250000,2013-14
Alonzo Gee,3250000,2013-14
Matt Barnes,3250000,2013-14
Carlos Delfino,3250000,2013-14
Klay Thompson,3245151,2013-14
Darrell Arthur,3231683,2013-14
Mirza Teletovic,3229050,2013-14
Ray Allen,3229050,2013-14
Bismack Biyombo,3217680,2013-14
Damian Lillard,3202920,2013-14
Andrei Kirilenko,3183000,2013-14
Chris Kaman,3183000,2013-14
Tyler Hansbrough,3183000,2013-14
Vince Carter,3180000,2013-14
Nerlens Noel,3172320,2013-14
Ed Davis,3153860,2013-14
Jerryd Bayless,3135000,2013-14
Lavoy Allen,3120000,2013-14
Patrick Patterson,3105301,2013-14
Alexey Shved,3066667,2013-14
Larry Sanders,3053368,2013-14
Mike Dunleavy,3000000,2013-14
Randy Foye,3000000,2013-14
Chris Copeland,3000000,2013-14
Kosta Koufos,3000000,2013-14
Kwame Brown,3000000,2013-14
Joel Freeland,3000000,2013-14
Dorell Wright,3000000,2013-14
Brandon Knight,2947800,2013-14
Harrison Barnes,2923920,2013-14
Ben McLemore,2895960,2013-14
Jimmer Fredette,2813399,2013-14
Will Bynum,2790343,2013-14
Kevin Seraphin,2761113,2013-14
Marco Belinelli,2750000,2013-14
Kemba Walker,2709720,2013-14
Terrence Ross,2678640,2013-14
Greg Stiemsma,2676000,2013-14
Kentavious Caldwell-Pope,2653080,2013-14
Josh McRoberts,2652000,2013-14
Maurice Williams,2652000,2013-14
Eric Bledsoe,2626473,2013-14
Aaron Gray,2612500,2013-14
Nick Collison,2585668,2013-14
Avery Bradley,2511432,2013-14
DeMarre Carroll,2500000,2013-14
Wayne Ellington,2500000,2013-14
Chauncey Billups,2500000,2013-14
Jason Smith,2500000,2013-14
Jason Maxiell,2500000,2013-14
Andre Drummond,2462400,2013-14
Trey Burke,2438760,2013-14
Trevor Booker,2350820,2013-14
Austin Rivers,2339040,2013-14
Alec Burks,2323200,2013-14
CJ McCollum,2316720,2013-14
Quincy Pondexter,2225478,2013-14
CJ Miles,2225000,2013-14
Meyers Leonard,2222160,2013-14
Markieff Morris,2207040,2013-14
Michael Carter-Williams,2200920,2013-14
Dante Cunningham,2180000,2013-14
Jordan Crawford,2162418,2013-14
Greivis Vasquez,2150188,2013-14
Jeremy Lamb,2111160,2013-14
Marcus Morris,2096760,2013-14
Steven Adams,2090880,2013-14
Nate Robinson,2016000,2013-14
CJ Watson,2016000,2013-14
Eric Maynor,2016000,2013-14
Vitor Faverani,2000000,2013-14
Jermaine O'Neal,2000000,2013-14
Kawhi Leonard,1991760,2013-14
Kelly Olynyk,1986360,2013-14
John Henson,1905360,2013-14
Darren Collison,1900000,2013-14
Nikola Vucevic,1892280,2013-14
Shabazz Muhammad,1887120,2013-14
Moe Harkless,1809840,2013-14
Iman Shumpert,1797600,2013-14
Giannis Antetokounmpo,1792560,2013-14
Royce White,1777148,2013-14
Anthony Randolph,1750000,2013-14
Gigi Datome,1750000,2013-14
Jeff Ayres,1750000,2013-14
Chris Singleton,1707720,2013-14
Reggie Evans,1695636,2013-14
Jeremy Evans,1660000,2013-14
Tyler Zeller,1633440,2013-14
Tobias Harris,1630800,2013-14
Dennis Schroeder,1617840,2013-14
Toney Douglas,1600000,2013-14
Ronny Turiaf,1600000,2013-14
John Lucas,1600000,2013-14
Pablo Prigioni,1591350,2013-14
Terrence Jones,1551840,2013-14
Jodie Meeks,1550000,2013-14
Shane Larkin,1536960,2013-14
Gustavo Ayon,1500000,2013-14
Chris Duhon,1500000,2013-14
James Jones,1500000,2013-14
Vyacheslav Kravtsov,1500000,2013-14
Andrew Nicholson,1482000,2013-14
Sergey Karasev,1467840,2013-14
Nando De Colo,1463000,2013-14
Kenneth Faried,1442880,2013-14
Evan Fournier,1422720,2013-14
Donatas Motiejunas,1422720,2013-14
Tony Snell,1409040,2013-14
Antawn Jamison,1399507,2013-14
Jannero Pargo,1399507,2013-14
Nazr Mohammed,1399507,2013-14
Rasual Butler,1399507,2013-14
Willie Green,1399507,2013-14
Rashard Lewis,1399507,2013-14
Kenyon Martin,1399507,2013-14
Derek Fisher,1399507,2013-14
Earl Watson,1399507,2013-14
Jared Sullinger,1365720,2013-14
Gorgui Dieng,1352640,2013-14
Scotty Hopson,1350000,2013-14
Reggie Jackson,1329720,2013-14
Fab Melo,1311240,2013-14
Victor Claver,1311240,2013-14
Jared Cunningham,1301208,2013-14
Mason Plumlee,1298640,2013-14
MarShon Brooks,1276560,2013-14
Devin Harris,1272279,2013-14
Beno Udrih,1272279,2013-14
Roger Mason,1272279,2013-14
Shaun Livingston,1265977,2013-14
Francisco Garcia,1265977,2013-14
Ronnie Price,1265977,2013-14
John Jenkins,1258800,2013-14
Ronnie Brewer,1256250,2013-14
Solomon Hill,1246680,2013-14
Jordan Hamilton,1234320,2013-14
Pero Antic,1200000,2013-14
Hasheem Thabeet,1200000,2013-14
Tim Hardaway Jr,1196760,2013-14
Norris Cole,1191240,2013-14
Ryan Hollins,1186459,2013-14
Cory Joseph,1182600,2013-14
Jimmy Butler,1174080,2013-14
Tony Wroten,1160040,2013-14
Reggie Bullock,1149000,2013-14
Patrick Mills,1133950,2013-14
Miles Plumlee,1121520,2013-14
Andre Roberson,1110840,2013-14
Nick Young,1106942,2013-14
Jordan Farmar,1106942,2013-14
Arnett Moultrie,1089240,2013-14
Perry Jones,1082520,2013-14
Rudy Gobert,1078800,2013-14
Marquis Teague,1074720,2013-14
Festus Ezeli,1066920,2013-14
Archie Goodwin,1064400,2013-14
Nemanja Nedovic,1056720,2013-14
Kyle Singler,1045000,2013-14
Aaron Brooks,1027424,2013-14
Greg Oden,1027424,2013-14
Anthony Morrow,1027424,2013-14
Cartier Martin,1003248,2013-14
Richard Hamilton,1000000,2013-14
Ishmael Smith,985000,2013-14
Lance Stephenson,981349,2013-14
Alan Anderson,947907,2013-14
Omri Casspi,947907,2013-14
AJ Price,947907,2013-14
BJ Mullens,947907,2013-14
Austin Daye,947907,2013-14
Darius Morris,944923,2013-14
DeJuan Blair,941000,2013-14
Chandler Parsons,926500,2013-14
Wesley Johnson,916099,2013-14
Xavier Henry,916099,2013-14
Jeff Adrien,916099,2013-14
Chris Johnson,916099,2013-14
James Anderson,916099,2013-14
Garrett Temple,916099,2013-14
Jon Leuer,900000,2013-14
Mike James,889097,2013-14
Shelvin Mack,884293,2013-14
Greg Smith,884293,2013-14
Josh Harrellson,884293,2013-14
